centroid_x,centroid_y,contour_area,countour_perimeter,ellipse_center_x,ellipse_center_y,eccentricity
47,47,8649.0,372.0,47.5,47.5,0.0
50,46,7961.5,722.4924215078354,49.523414611816406,46.40534591674805,0.50050959881484258
45,46,8330.5,535.2964633703232,46.410423278808594,47.310543060302734,0.3928036731243772
47,47,8590.0,405.11269783973694,46.9691276550293,47.688262939453125,0.24308931908236739
47,47,8563.5,409.55634891986847,47.49109649658203,47.50977325439453,0.088656640241553675
48,47,7374.5,854.8010774850845,47.01163101196289,45.69245147705078,0.54151773011765336
46,46,7627.5,801.345233798027,46.636634826660156,44.95881652832031,0.45040983181012761
49,49,6548.0,1223.778780221939,45.92430877685547,49.95225143432617,0.61924695627680271
47,47,8648.0,372.8284270763397,47.497554779052734,47.496009826660156,0.017720811643267362
48,50,7157.5,951.2863587141037,45.451114654541016,49.801910400390625,0.46726090779648705
50,45,7987.0,404.7695519924164,51.07599639892578,44.987064361572266,0.48001703590925032
51,46,6731.5,702.0904005765915,51.47177505493164,46.8883171081543,0.66274487226639212
48,45,7478.0,666.3919162750244,48.30693435668945,44.68888473510742,0.4314450449587785
47,47,8561.5,369.899494767189,48.24433135986328,48.180137634277344,0.24076720539672822
48,46,8309.5,551.923879981041,49.036170959472656,47.06951141357422,0.41399058190466254
47,47,8649.0,372.0,47.5,47.5,0.0
48,46,7987.0,779.445739030838,48.10948181152344,45.05278778076172,0.51722147627530879
47,47,8649.0,372.0,47.5,47.5,0.0
42,45,6536.0,758.7005722522736,44.10409164428711,47.402618408203125,0.65506039700758412
47,51,7053.5,1090.6244522333145,47.27388000488281,49.018585205078125,0.61261746122027183
44,47,8008.5,705.1787132024765,45.13257598876953,47.423519134521484,0.47976555810612659
46,46,7456.5,947.9137753248215,46.9788703918457,47.107791900634766,0.62572130337715304
51,46,7824.0,819.7888848781586,50.74344253540039,48.36809158325195,0.47926876605041002
46,45,7756.0,733.5046141147614,48.12010955810547,45.83131790161133,0.53882309265237072
46,48,6720.5,1428.2712017297745,46.19538497924805,48.313507080078125,0.58527111948567068
45,47,7147.5,978.1391710042953,46.23569869995117,48.18566131591797,0.52579397796491067
47,46,8229.0,610.1076455116272,46.88614273071289,45.470794677734375,0.485122692093583
46,48,7473.5,930.0315254926682,47.89149856567383,45.662269592285156,0.62189032676819622
47,47,8649.0,372.0,47.5,47.5,0.0
47,44,7903.5,713.8061298131943,46.8599853515625,46.65713882446289,0.44126703506062415
47,47,8649.0,372.0,47.5,47.5,0.0
49,45,7438.0,559.622364282608,48.49008560180664,44.4138069152832,0.46977684861380131
48,45,7305.5,752.3746713399887,47.874881744384766,44.48634719848633,0.55686387215925437
47,47,7247.5,982.9432128667831,47.6012077331543,47.984718322753906,0.5961498366728003
48,45,7739.5,751.4041088819504,47.737945556640625,47.49826431274414,0.57610411326899258
49,46,7277.5,1047.7960251569748,47.70610809326172,48.6494255065918,0.53266477845902449
47,47,7539.5,933.1442233324051,47.42430114746094,44.40029525756836,0.61480398657395863
47,47,8649.0,372.0,47.5,47.5,0.0
47,46,7375.0,1063.671134710312,46.03354263305664,46.100643157958984,0.63639738716625616
47,45,8157.0,522.6518018245697,48.329017639160156,45.973541259765625,0.40088579799863405
45,46,6765.5,739.1442233324051,43.97454833984375,48.37678909301758,0.60541896710152654
48,46,8403.5,511.2964633703232,49.53314971923828,46.71048355102539,0.43437910202465396
47,47,8544.0,423.94112491607666,47.578948974609375,47.382118225097656,0.10430197553640798
46,46,8391.0,461.11269783973694,46.97723388671875,47.469146728515625,0.29148691508381336
45,48,8286.0,534.0243852138519,46.01887893676758,47.641563415527344,0.43222338313601361
49,45,7690.5,867.0609630346298,47.43782424926758,45.079410552978516,0.5655605337105517
47,46,8063.5,697.8061298131943,47.03377914428711,44.71176528930664,0.54767564836277471
48,48,8493.5,481.49747383594513,48.15936279296875,47.4119758605957,0.28845414355119608
47,47,8627.0,387.3137083053589,47.49357223510742,47.500240325927734,0.065319496481701295
46,48,8317.0,518.0243852138519,46.03048324584961,47.929508209228516,0.40254497306532683
46,46,8384.5,478.18376553058624,47.255271911621094,47.68705749511719,0.27033480678026256
47,47,8624.0,385.3137083053589,47.68501281738281,47.68210220336914,0.099347632241523653
47,43,6060.0,812.0975408554077,46.84181213378906,42.0377197265625,0.40503596619845889
48,48,8292.0,471.0538227558136,48.80704879760742,48.11486053466797,0.33959207366397526
47,47,8649.0,372.0,47.5,47.5,0.0
49,51,7392.0,461.9655101299286,48.764617919921875,53.54512023925781,0.41109082181941792
44,49,7685.0,915.6711347103119,45.557525634765625,50.25074005126953,0.25140157018967124
45,46,7604.5,923.6883796453476,45.78228759765625,46.72654724121094,0.52440618788824278
50,64,4210.0,333.13708305358887,50.88330078125,63.39546203613281,0.66763388031269522
47,46,6907.0,1196.6660823822021,45.71611785888672,47.018611907958984,0.63042368049547537
45,46,6564.0,565.8477599620819,44.59791946411133,46.602210998535156,0.52936969454448168
47,46,8269.0,607.622364282608,46.74261474609375,45.345916748046875,0.42492631251029744
44,47,7941.0,705.5634891986847,44.905242919921875,45.83769607543945,0.52289620327593223
47,47,8625.0,389.3137083053589,47.56571578979492,47.57698440551758,0.031736899359032379
45,44,7158.5,737.2030984163284,45.669837951660156,42.56877517700195,0.5183400367140838
50,48,7736.5,875.345233798027,49.53260040283203,46.516265869140625,0.57097665439051071
47,45,8129.0,516.0243852138519,47.12384033203125,46.036067962646484,0.45971183242749614
47,46,7042.0,1199.4112491607666,47.37161636352539,46.410987854003906,0.58744113023107847
47,47,8635.5,382.72792184352875,47.6649169921875,47.66752624511719,0.10180551108478586
49,47,7807.0,764.1909058094025,48.47648239135742,45.01511001586914,0.55880076184530003
47,47,8649.0,372.0,47.5,47.5,0.0
41,50,6962.0,438.6518018245697,41.410911560058594,49.76261520385742,0.55477998803237538
45,48,8287.5,538.7523070573807,45.76115798950195,48.009033203125,0.38952942334713725
52,44,7257.0,734.3330411911011,52.11600112915039,42.850746154785156,0.50323577923017548
53,47,5909.5,1144.6488374471664,55.94231033325195,44.960235595703125,0.76083011290732028
47,47,8639.0,381.3137083053589,47.310543060302734,47.6793098449707,0.10959805520928736
43,46,7308.5,874.6000670194626,46.2099609375,48.01915740966797,0.41926945938308025
48,49,6834.5,702.8599525690079,48.81957244873047,49.92495346069336,0.58308127916929198
47,49,7411.0,1021.1269783973694,47.87238311767578,44.457725524902344,0.61506713252176026
47,45,7990.5,709.1198381185532,47.628997802734375,46.19757843017578,0.42992758211273852
46,48,8413.0,485.25483322143555,45.9234504699707,48.03746032714844,0.39005102937829089
48,48,7888.5,729.8650048971176,48.050865173339844,46.86996841430664,0.53923797955395059
52,47,7756.5,361.8406196832657,52.58706283569336,48.084693908691406,0.45100624227662239
53,46,6083.0,1096.8082177639008,56.420284271240234,42.30862045288086,0.72286550887345247
44,47,8016.5,664.6934319734573,45.23244094848633,45.84745407104492,0.518609776322418
44,48,7904.5,666.1492756605148,45.1204833984375,46.5644416809082,0.4518079547663314
45,48,8274.0,515.7401144504547,45.33572006225586,47.3504753112793,0.46003471805943091
50,46,7961.0,715.9066350460052,49.543739318847656,46.763729095458984,0.51292341493688898
48,45,8203.0,594.3086559772491,48.83412551879883,46.962928771972656,0.31575201296268907
48,46,8339.5,472.6690467596054,47.268882751464844,46.51613998413086,0.1864276106429853
48,49,7498.0,791.9310202598572,47.68551254272461,49.363563537597656,0.50180248513169678
47,47,8586.5,409.2132030725479,47.195281982421875,47.17241668701172,0.17100677199201447
49,48,7709.0,613.3380935192108,48.542606353759766,48.5083122253418,0.55489566654610467
49,50,6887.0,551.2203433513641,50.65971374511719,49.36281967163086,0.51276213905417434
44,46,6747.0,645.3036036491394,43.540260314941406,47.89130783081055,0.61323633573517211
47,45,7990.0,371.0538227558136,47.822021484375,43.86749267578125,0.33230583281807874
54,46,5740.0,1173.0336134433746,56.567848205566406,45.179298400878906,0.74580633133240426
47,48,7624.0,719.1614682674408,48.20023727416992,46.93001937866211,0.51285090746369055
51,63,4642.0,906.2985513210297,47.21617126464844,45.887359619140625,0.66805998479682405
47,46,6966.5,1170.482316851616,47.229793548583984,46.9264030456543,0.58244679458287274
46,46,8364.0,529.82337474823,46.75105667114258,47.767417907714844,0.31849101696700116
47,47,8649.0,372.0,47.5,47.5,0.0
48,48,7597.0,868.8183224201202,46.997501373291016,46.28143310546875,0.61266917778423913
47,50,7029.5,837.4284940958023,45.64276885986328,51.25482177734375,0.48203411981562766
47,47,8646.0,374.8284270763397,47.48663330078125,47.524574279785156,0.055846497875468595
47,47,8641.0,379.65685415267944,47.2926025390625,47.70724868774414,0.11724068682388632
49,45,7619.5,781.0609630346298,49.05640411376953,47.99034881591797,0.54274704164076193
44,46,6729.0,528.3086559772491,43.5474853515625,44.43351745605469,0.64200293536526865
45,48,8185.0,606.3086559772491,45.1361083984375,46.95318603515625,0.50410230613602891
47,45,5875.0,502.8771975040436,46.15965270996094,49.607688903808594,0.69300562831450552
44,49,5860.0,387.62236428260803,44.46853256225586,51.83597183227539,0.68611435886900596
46,46,7887.0,728.0487704277039,46.857147216796875,44.75298309326172,0.53268296242426527
46,46,5998.0,500.04877042770386,45.99563980102539,50.07638931274414,0.73023129128521846
46,48,8349.0,491.5979790687561,45.58072280883789,47.7956657409668,0.43132890813101149
47,46,8548.0,397.4558436870575,47.4140739440918,47.065269470214844,0.15996985304157063
46,46,6176.5,407.52185904979706,46.053932189941406,47.35823440551758,0.68453972003376673
48,59,5111.0,1342.0630509853363,47.76374435424805,52.309085845947266,0.66826919994401501
43,47,7289.5,912.8010774850845,45.58839416503906,47.15229797363281,0.57660665791258403
47,47,8649.0,372.0,47.5,47.5,0.0
47,47,8649.0,372.0,47.5,47.5,0.0
44,43,7279.5,794.1736608743668,44.325077056884766,44.20011901855469,0.5248942042121153
47,47,8649.0,372.0,47.5,47.5,0.0
44,47,7592.0,897.5289993286133,46.79889678955078,48.85215377807617,0.61002346832138887
50,48,7860.5,753.8893901109695,50.64246368408203,47.75505065917969,0.3484201115633242
44,47,7920.5,740.0904005765915,45.68705749511719,47.56398391723633,0.48408281422733107
38,47,6912.0,564.2497808933258,38.034934997558594,48.54903793334961,0.61667742916147572
44,43,7312.5,808.6589421033859,45.13051223754883,44.27804946899414,0.52222905644414441
51,46,6501.5,824.6000670194626,54.4553337097168,46.822532653808594,0.72828313782033827
49,47,7049.0,913.3868639469147,47.736331939697266,47.73326873779297,0.54967655072757549
45,49,6037.5,1014.7077125310898,43.310367584228516,51.72262954711914,0.4338979901216683
46,47,8478.0,450.4264061450958,46.48430633544922,47.94090270996094,0.33005890791562004
43,46,6289.0,699.5046141147614,40.545127868652344,47.60546112060547,0.67683696232261636
46,46,8497.0,459.7401144504547,47.26711654663086,47.22408676147461,0.17601638777647946
46,45,8120.0,443.39696860313416,45.4719352722168,45.25872039794922,0.40236869926046043
47,47,8649.0,372.0,47.5,47.5,0.0
48,48,8371.0,495.39696860313416,48.462493896484375,47.453895568847656,0.37666590276347756
46,48,6346.5,908.1391710042953,44.35758972167969,50.453304290771484,0.51953396211758807
41,47,6483.5,773.7716399431229,42.7733154296875,48.818641662597656,0.6737462344500974
45,47,5038.0,905.8376553058624,44.52308654785156,50.69930648803711,0.7001769949106007
47,49,6123.5,414.20815074443817,45.85970687866211,52.290252685546875,0.65078320653359745
47,47,8649.0,372.0,47.5,47.5,0.0
50,45,8009.5,385.01219260692596,49.95595932006836,45.816829681396484,0.40724035210163378
49,46,7955.5,746.0904005765915,47.94221496582031,44.939571380615234,0.5345945873558231
44,47,7973.0,734.0487704277039,45.18009948730469,46.046897888183594,0.51839724019611366
45,45,7533.0,927.9310202598572,45.262603759765625,49.13761520385742,0.49006658895207694
47,47,8649.0,372.0,47.5,47.5,0.0
44,45,6814.5,689.2619735002518,41.96739196777344,45.08151626586914,0.64508013709029033
47,47,8649.0,372.0,47.5,47.5,0.0
51,47,7928.5,653.1787132024765,49.23129653930664,46.96101379394531,0.45882253238895609
46,47,8211.5,592.5512965917587,45.08486557006836,47.69768524169922,0.4385922306814416
51,44,7416.0,899.8132700920105,51.533348083496094,45.66515350341797,0.21014837463919023
48,48,7742.5,804.9777027368546,46.87520217895508,46.068214416503906,0.56660100662001323
45,46,7537.5,794.8599525690079,46.68484878540039,45.91317367553711,0.50116903349238451
44,47,6690.0,591.5046141147614,45.040122985839844,47.534881591796875,0.61012804103016793
47,47,8649.0,372.0,47.5,47.5,0.0
46,46,8441.0,455.11269783973694,47.28593063354492,47.61000061035156,0.23932754508443216
46,49,6862.5,1004.3401814699173,46.155555725097656,49.120025634765625,0.54749288628112791
46,49,7657.5,794.2325359582901,45.76405334472656,45.97932815551758,0.59016331174140502
48,48,8353.0,507.0538227558136,48.90363311767578,47.64455032348633,0.40245199323150455
49,47,7775.0,847.9898953437805,48.615638732910156,46.17395782470703,0.65569949167719999
47,49,7576.0,822.2741661071777,50.015594482421875,46.79399108886719,0.478980561685586
47,47,8649.0,372.0,47.5,47.5,0.0
48,46,8183.5,650.7766922712326,50.20645523071289,48.952362060546875,0.27071679629239365
47,47,8602.0,386.97056245803833,47.42501449584961,47.30141067504883,0.12390682442178441
48,50,7124.0,837.445739030838,46.850440979003906,46.99410629272461,0.61802359514660699
47,47,8554.0,433.11269783973694,47.4240837097168,47.0136833190918,0.10206367326243862
47,47,8568.5,413.6984843015671,47.902400970458984,47.05295944213867,0.18729342079251865
47,47,8629.0,382.48528122901917,47.766483306884766,47.553035736083984,0.175446675160087
47,47,8649.0,372.0,47.5,47.5,0.0
43,47,6731.5,629.9482651948929,42.25472640991211,46.57865524291992,0.63086299489442521
50,47,7424.0,1132.8082177639008,45.61419677734375,51.036163330078125,0.53367152064552303
47,47,8522.5,460.6690467596054,46.12148666381836,46.49907302856445,0.30564331594573557
47,44,7723.5,669.1198381185532,46.86256408691406,44.425689697265625,0.53023481576480913
46,46,8385.0,485.39696860313416,46.27302932739258,46.970943450927734,0.37415444095530498
47,45,7687.5,774.5756818056107,47.14979553222656,45.17414855957031,0.58379146141813398
48,48,6780.5,1074.3401814699173,49.74492645263672,46.763633728027344,0.58793452732557017
45,47,6903.5,1047.4528793096542,47.980323791503906,49.62920379638672,0.52626769505283932
48,44,6293.5,477.9482651948929,48.76991271972656,42.99761962890625,0.51061039763910177
47,45,7892.0,686.0487704277039,48.40641784667969,47.14727020263672,0.51215068825130228
46,48,7435.5,845.9726504087448,48.606685638427734,47.049285888671875,0.5791152141254885
47,47,8649.0,372.0,47.5,47.5,0.0
47,47,8649.0,372.0,47.5,47.5,0.0
46,49,5944.0,1061.3767592906952,43.26458740234375,52.287132263183594,0.44200427132500125
47,46,8294.5,537.5807341337204,46.62616729736328,45.39699935913086,0.34958914034850463
47,47,8648.0,372.8284270763397,47.497554779052734,47.496009826660156,0.017720811643267362
47,47,8648.0,372.8284270763397,47.49651336669922,47.49858474731445,0.016131849321473143
49,49,7840.0,736.1076455116272,47.85717010498047,48.28274154663086,0.54843010370083367
44,45,7241.0,916.7005722522736,45.947265625,45.46622848510742,0.61429558329720302
44,46,7212.0,913.4701242446899,45.57100296020508,47.45319366455078,0.44502170642941197
44,47,7986.5,654.3502861261368,45.22096252441406,45.9378776550293,0.49081064747986364
47,47,7337.5,892.1736608743668,46.628257751464844,46.54182815551758,0.5836430055296834
45,48,8275.0,412.911687374115,44.96614074707031,49.28931427001953,0.42996441204395836
48,46,6559.5,1263.5361396074295,44.464900970458984,47.931278228759766,0.63593212094236706
